method,mode,n,all_status_ok,fixed_step_reward_mean,fixed_step_reward_std,fixed_step_reward_min,fixed_step_reward_max,done_rate_mean,done_rate_std,done_rate_min,done_rate_max,episode_return_mean_mean,episode_return_mean_std,episode_return_mean_min,episode_return_mean_max,episode_len_mean_mean,episode_len_mean_std,episode_len_mean_min,episode_len_mean_max,screw_progress_rad_mean_mean,screw_progress_rad_mean_std,screw_progress_rad_mean_min,screw_progress_rad_mean_max,success_2pi_rate_mean,success_2pi_rate_std,success_2pi_rate_min,success_2pi_rate_max,policy_ms_mean_mean,policy_ms_mean_std,policy_ms_mean_min,policy_ms_mean_max,policy_ms_p50_mean,policy_ms_p50_std,policy_ms_p50_min,policy_ms_p50_max,policy_ms_p95_mean,policy_ms_p95_std,policy_ms_p95_min,policy_ms_p95_max
consistency_latent,eval,3,True,4.916531201732899,0.07332816220392661,4.850234097317298,4.9952926888581715,0.0011088053688581567,1.7619335621163638e-05,0.0010884603125305148,0.0011189779006599565,3290.362060546875,115.87996104133433,3156.692138671875,3362.434326171875,668.1147867838541,21.103367482303387,643.9185791015625,682.71484375,2.2281781832377114,0.09401585743596508,2.1202940940856934,2.2925963401794434,0.0,0.0,0.0,0.0,,,,,,,,,,,,
diffusion_latent,eval,3,True,4.313800675809641,0.0945564087733222,4.206019385412219,4.382801235644365,0.0011562771708971316,5.8731144992079025e-06,0.0011494954824229353,0.0011596680196817033,2728.2220865885415,37.625843447623424,2684.913330078125,2752.87109375,639.0364583333334,13.362829833187135,631.125,654.46484375,1.7372225920359294,0.22466987847445924,1.504894733428955,1.9533584117889404,0.0,0.0,0.0,0.0,,,,,,,,,,,,
flow_matching,eval,3,True,5.021980043532191,0.03529567865836496,4.998399649994099,5.062558409961639,0.0010816786295132867,1.1746205369046793e-05,0.001068115279849735,0.0010884603043450625,3347.3987630208335,161.40908839144865,3168.6181640625,3482.4072265625,666.8385416666666,20.16038343841988,643.6640625,680.3359375,2.140829563140869,0.22519644110071,1.8808720111846924,2.276284694671631,0.0,0.0,0.0,0.0,,,,,,,,,,,,
padapt,eval,3,True,4.729200399687518,0.11677426746016654,4.602589740892654,4.832674564648187,0.0010952419885749503,1.55387933406945e-05,0.001078287778000231,0.001108805365220178,3134.9529622395835,86.39456226338949,3066.6318359375,3232.0673828125,659.53125,8.761770995720289,653.72265625,669.609375,2.1298495133717856,0.10725304336004103,2.0157384872436523,2.2285850048065186,0.0,0.0,0.0,0.0,,,,,,,,,,,,
purebc,eval,3,True,4.4240183599232905,0.15659157347814676,4.278460605375585,4.58969839947531,0.0011223687427749003,3.270009021038617e-05,0.0010986328607032192,0.0011596679996728199,2906.1444498697915,75.47749121387791,2846.947265625,2991.13818359375,656.8346354166666,11.12751541560578,645.0703125,667.19140625,2.210582733154297,0.12767177674480226,2.0666086673736572,2.310023069381714,0.0013020833333333333,0.002255274489021976,0.0,0.00390625,,,,,,,,,,,,
teacher_ppo,eval,3,True,5.243906449171543,0.0948042708471107,5.1886709270838764,5.353375463080738,0.0010884603128336796,2.6913981445054985e-05,0.0010681152607503464,0.0011189779006599565,3517.9366048177085,89.4228828637112,3427.260986328125,3606.0517578125,668.77734375,11.16604073511476,655.89453125,675.671875,2.0853567918141684,0.17059775317088496,1.9787492752075195,2.2821168899536133,0.0,0.0,0.0,0.0,,,,,,,,,,,,
