method,mode,n,all_status_ok,fixed_step_reward_mean,fixed_step_reward_std,fixed_step_reward_min,fixed_step_reward_max,done_rate_mean,done_rate_std,done_rate_min,done_rate_max,episode_return_mean_mean,episode_return_mean_std,episode_return_mean_min,episode_return_mean_max,episode_len_mean_mean,episode_len_mean_std,episode_len_mean_min,episode_len_mean_max,screw_progress_rad_mean_mean,screw_progress_rad_mean_std,screw_progress_rad_mean_min,screw_progress_rad_mean_max,success_2pi_rate_mean,success_2pi_rate_std,success_2pi_rate_min,success_2pi_rate_max,policy_ms_mean_mean,policy_ms_mean_std,policy_ms_mean_min,policy_ms_mean_max,policy_ms_p50_mean,policy_ms_p50_std,policy_ms_p50_min,policy_ms_p50_max,policy_ms_p95_mean,policy_ms_p95_std,policy_ms_p95_min,policy_ms_p95_max
consistency_latent,latency,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0.7442187666893005,0.041656779296591805,0.7016626596450806,0.7849138379096985,0.7372393608093262,0.03906784349269715,0.6976569890975952,0.7757714986801147,0.7979061603546143,0.05345517946603741,0.7462063431739807,0.8529588580131531
diffusion_action_chunk,latency,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0.6681187351544698,0.05150635055854202,0.6231152415275574,0.7242941856384277,0.6618958512941996,0.05918482556747008,0.6088830232620239,0.7257529497146606,0.7436742583910624,0.07263089858781614,0.6980209350585938,0.8274277448654175
diffusion_latent,latency,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0.8131314913431803,0.024341132189345315,0.7910298109054565,0.839219868183136,0.810242215792338,0.02788032998481105,0.7870180010795593,0.8411620855331421,0.8628225922584534,0.03104272351602912,0.8380029797554016,0.8976297378540039
flow_matching,latency,3,True,,,,,,,,,,,,,,,,,,,,,,,,,0.756242056687673,0.05448522534589543,0.7037503123283386,0.8125229477882385,0.7511189977327982,0.05316220393356501,0.698777973651886,0.8050659894943237,0.8019542098045349,0.07048954031559296,0.7411134839057922,0.8791995644569397
