method,algo,train_seed,eval_seed,seed,task,num_envs,mode,checkpoint,status,fixed_steps,fixed_step_reward,done_rate,episode_n,episode_return_mean,episode_return_std,episode_len_mean,episode_len_std,screw_progress_rad_mean,screw_progress_rad_p25,screw_progress_rad_p50,screw_progress_rad_p75,success_2pi_rate,policy_ms_mean,policy_ms_p50,policy_ms_p95,cuda_peak_mem_mib,json_path
consistency_latent,ConsistencyLatentStudent,42,42,42,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/consistency_latent_s42/stage2_consistency_nn/model_best_deploy.ckpt,ok,2048,5.0830503585748374,0.001078287787095178,256,3525.165283203125,1406.1920166015625,694.52734375,196.4600372314453,2.361830472946167,0.8342949151992798,2.2796647548675537,4.381662845611572,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_consistency_latent_train42_eval42.json
consistency_latent,ConsistencyLatentStudent,42,43,43,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/consistency_latent_s42/stage2_consistency_nn/model_best_deploy.ckpt,ok,2048,5.118950989512086,0.0010579427435004618,256,3454.10595703125,1476.877197265625,672.56640625,217.3402099609375,2.21030330657959,0.4854031205177307,2.3440821170806885,4.076067924499512,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_consistency_latent_train42_eval43.json
consistency_latent,ConsistencyLatentStudent,42,44,44,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/consistency_latent_s42/stage2_consistency_nn/model_best_deploy.ckpt,ok,2048,5.130893924640986,0.001068115279849735,256,3547.36767578125,1342.408203125,683.97265625,211.30514526367188,2.2939727306365967,0.3159586489200592,2.3243775367736816,4.549883842468262,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_consistency_latent_train42_eval44.json
diffusion_action_chunk,DiffusionActionChunkStudent,42,42,42,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/Dexh13HoraLightbulb_student_diffusion_action_chunk_codrive_thesis/codrive_thesis_teacher3655_s42_3h_final_20260504/stage2_diffusion_action_chunk_nn/model_best_train.ckpt,ok,2048,-0.7501301758529735,0.0166015625,288,-37.72214889526367,21.35346794128418,58.33333206176758,3.733267068862915,0.016194786876440048,-2.0316718973845127e-08,-7.982913774462475e-10,0.024235524237155914,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_action_chunk_train42_eval42.json
diffusion_action_chunk,DiffusionActionChunkStudent,42,43,43,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/Dexh13HoraLightbulb_student_diffusion_action_chunk_codrive_thesis/codrive_thesis_teacher3655_s42_3h_final_20260504/stage2_diffusion_action_chunk_nn/model_best_train.ckpt,ok,2048,-0.7982984595873859,0.0166015625,288,-45.90629959106445,20.576168060302734,58.33333206176758,3.733267068862915,0.007789399940520525,-1.3223069750267769e-08,-7.932805107246921e-11,0.0008523621363565326,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_action_chunk_train42_eval43.json
diffusion_action_chunk,DiffusionActionChunkStudent,42,44,44,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/Dexh13HoraLightbulb_student_diffusion_action_chunk_codrive_thesis/codrive_thesis_teacher3655_s42_3h_final_20260504/stage2_diffusion_action_chunk_nn/model_best_train.ckpt,ok,2048,-0.7762368058611173,0.0166015625,288,-47.35548782348633,15.551630020141602,58.33333206176758,3.733267068862915,0.006099258083850145,-2.113666397463021e-08,-3.2970528529574494e-09,3.3221442957698244e-11,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_action_chunk_train42_eval44.json
diffusion_latent,DiffusionLatentStudent,42,42,42,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/diffusion_latent_s42/stage2_diffusion_nn/model_best_deploy.ckpt,ok,2048,3.3859487993686344,0.0011494954860609141,256,2315.5703125,1013.9266967773438,658.5234375,229.13217163085938,1.9365127086639404,0.07431545853614807,1.748793601989746,3.788301944732666,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_latent_train42_eval42.json
diffusion_latent,DiffusionLatentStudent,42,43,43,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/diffusion_latent_s42/stage2_diffusion_nn/model_best_deploy.ckpt,ok,2048,3.579687408877817,0.0012308756950005773,264,2060.011474609375,1179.8660888671875,595.632568359375,261.1653137207031,1.3999459743499756,-0.008879628963768482,0.9029505252838135,3.472583532333374,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_latent_train42_eval43.json
diffusion_latent,DiffusionLatentStudent,42,44,44,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/diffusion_latent_s42/stage2_diffusion_nn/model_best_deploy.ckpt,ok,2048,3.6162380478829164,0.0011291504024484311,256,2301.020751953125,1013.9548950195312,639.9765625,246.0210723876953,1.7553095817565918,-0.008796770125627518,1.8552155494689941,3.719322681427002,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_diffusion_latent_train42_eval44.json
flow_matching,FlowMatchingLatentStudent,42,42,42,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/flow_matching_s42/stage2_flow_nn/model_best_deploy.ckpt,ok,2048,5.18866029619312,0.0010986328506987775,256,3602.6142578125,1211.9073486328125,687.7265625,203.14324951171875,2.40317440032959,0.48777708411216736,2.5456061363220215,4.421369552612305,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_flow_matching_train42_eval42.json
flow_matching,FlowMatchingLatentStudent,42,43,43,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/flow_matching_s42/stage2_flow_nn/model_best_deploy.ckpt,ok,2048,5.27863315499917,0.0010579427134871366,256,3571.16748046875,1234.0849609375,684.86328125,205.5255584716797,2.1296589374542236,0.12668082118034363,2.2791333198547363,4.1946210861206055,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_flow_matching_train42_eval43.json
flow_matching,FlowMatchingLatentStudent,42,44,44,Dexh13HoraLightbulb,48,eval,/root/code/dexscrew-repro/outputs/paper_codrive_thesis_full_20260506_210723/train_outputs/flow_matching_s42/stage2_flow_nn/model_best_deploy.ckpt,ok,2048,5.252686739872615,0.0010681152607503464,288,3720.10107421875,1157.4688720703125,698.857666015625,201.04244995117188,2.1663918495178223,0.5092366933822632,2.0058252811431885,4.243062973022461,0.0,,,,,outputs/paper_codrive_thesis_full_20260506_210723/raw_json/nfe4_flow_matching_train42_eval44.json
